ChargeThreshold_fC,Probability,CrossSection_cm2
0.5825046670697626,0.038787059063825874,3.878705906382587e-08
0.6053563099874635,0.0352347769679972,3.52347769679972e-08
0.6291044222616503,0.03204054250537651,3.2040542505376505e-08
0.6537841723618294,0.028995569161978433,2.899556916197843e-08
0.6794321084156496,0.02626359474704438,2.6263594747044376e-08
0.7060862123328558,0.02381774379992462,2.3817743799924617e-08
0.7337859560525227,0.021535954717590126,2.1535954717590124e-08
0.7625723599968675,0.019352539259935728,1.9352539259935727e-08
0.7924880538182015,0.01738888277571136,1.738888277571136e-08
0.8235773395289859,0.015593181393528707,1.5593181393528706e-08
0.8558862571084781,0.01394931354058825,1.394931354058825e-08
0.8894626526831217,0.012402074077181751,1.2402074077181751e-08
0.9243562493816551,0.011034103778006626,1.1034103778006625e-08
0.9606187209698613,0.009785139617830748,9.785139617830748e-09
0.9983037683740099,0.008610610779240727,8.610610779240726e-09
1.0374671992063091,0.0075691100772724024,7.569110077272402e-09
1.0781670104101402,0.0066175229345663686,6.617522934566368e-09
1.120463474147463,0.005722244715359644,5.722244715359644e-09
1.1644192270555822,0.0048783198221195485,4.878319822119548e-09
1.210099363005451,0.004189817943537142,4.189817943537142e-09
1.2575715294988845,0.0035678900332732594,3.5678900332732593e-09
1.3069060278474338,0.0030184631470972674,3.0184631470972674e-09
1.3581759172812702,0.002486692804987775,2.486692804987775e-09
1.411457123142262,0.002103104024662869,2.1031040246628693e-09
1.466828549321461,0.0017064477210940094,1.7064477210940092e-09
1.5243721951075107,0.0014066761884063016,1.4066761884063014e-09
1.5841732766190117,0.0011438525338466278,1.1438525338466277e-09
1.6463203530006785,0.0008862054407196119,8.862054407196118e-10
1.7109054575701652,0.0006930225815969752,6.930225815969751e-10
1.7780242341097816,0.0005232806015488459,5.232806015488458e-10
1.8477760785049266,0.00039948885239544327,3.9948885239544327e-10
1.9202642859389922,0.0003136158667136915,3.1361586671369146e-10
1.9955962038627257,0.00024307296742580366,2.4307296742580366e-10
2.073883390964574,0.00018682961203611922,1.8682961203611923e-10
2.155241782377423,0.00014075607407581993,1.4075607407581993e-10
2.2397918613664034,0.00010284854669694322,1.0284854669694322e-10
2.3276588377520007,8.031972965260502e-05,8.031972965260502e-11
2.4189728333326928,5.876077157468535e-05,5.876077157468534e-11
2.5138690745817223,5.2533625023439526e-05,5.2533625023439524e-11
2.612488092903361,4.425979074742645e-05,4.425979074742645e-11
2.7149759327452054,4.007993554067798e-05,4.007993554067798e-11
2.82148436787473,3.487645441479981e-05,3.487645441479981e-11
2.9321711261403536,3.16804331910098e-05,3.16804331910098e-11
3.0472001230498793,2.952075284172315e-05,2.952075284172315e-11
3.166741704512214,2.9399840026628228e-05,2.9399840026628225e-11
3.2909728991018325,2.9276080308132806e-05,2.9276080308132805e-11
3.4200776802195763,2.813983246369753e-05,2.8139832463697527e-11
3.5542472385380104,2.8007611656561495e-05,2.8007611656561492e-11
3.693680265134805,2.7879713787930087e-05,2.7879713787930085e-11
3.838583245733431,2.6731021115672774e-05,2.673102111567277e-11
3.989170766486916,2.5570963505422698e-05,2.5570963505422698e-11
4.145665831757479,2.5430799874593503e-05,2.5430799874593502e-11
4.308300194362662,2.529350687970873e-05,2.529350687970873e-11
